target_name,target_type,source_id,source_type,title,url_or_path,language,date,source_tier,tags,notes
Boston Consulting Group,consulting_company,src_0069,video,完整版 企业薪酬大课 带你完全了解企业薪酬绩效体系（共504集）_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV1sWpCzKEPq/,zh,,third_party,video;video_transcript,完整版 企业薪酬大课 带你完全了解企业薪酬绩效体系（共504集）共计95条视频，包括：006.1-企业薪酬管理的正确理解（上）、007.2-企业薪酬管理的正确理解（中）、008.3-企业薪酬管理的正确理解（下）等，UP主更多精彩视频，请关注UP账号。
Boston Consulting Group,consulting_company,src_0070,web,公司: Boston Consulting Group - 一亩三分地,https://www.1point3acres.com/bbs/tag/boston-consulting-group-8717-2.html,zh,,third_party,video;video_transcript,"boston - consulting -group:BCG AI-SWE One-Way Video面经 主题数:232, 回复数:1464"
Boston Consulting Group,consulting_company,src_0071,web,Corporate Newsroom | BCG - Boston Consulting Group,https://www.bcg.com/about/corporate-newsroom,en,,third_party,video;video_transcript,"Welcome to BCG's corporate newsroom. Explore our media center for resources, press releases, trending topics, media contacts, and recent press highlights."
Boston Consulting Group,consulting_company,src_0072,web,Home | Careers | Boston Consulting Group,https://careers.bcg.com/global/en/,en,2026,third_party,source_card;official_methodology,"Boston Consulting Group is on the 2026 LinkedIn Top Companies List in the UK. 🎉 A recognition of the people, growth, and opportunities that shape careers at BCG."
Boston Consulting Group,consulting_company,src_0073,web,"BCG Salary Explained 2026 with Pay, Bonuses and Growth",https://www.casebasix.com/pages/bcg-salary,en,2026,third_party,source_card;official_methodology,"Discover the 2026 BCG salary from Associate to Partner, including base pay, bonuses, career progression, and Boston Consulting Group benefits."
Boston Consulting Group,consulting_company,src_0074,web,BCG Salary 2026: $140K to $1.2M+ Across All Levels - StrategyCase,https://strategycase.com/bcg-boston-consulting-group-hierarchy-and-salary-data/,en,2026,third_party,source_card;official_methodology,"Below is the full Boston Consulting Group salary breakdown by role, by entry path, and by region, plus how BCG compensation compares to McKinsey and Bain at each level. Salary is the question every consulting candidate wants answered honestly. Most published numbers are either outdated MBA-recruiting data or inflated forum estimates."
Boston Consulting Group,consulting_company,src_0075,video,Boston Consulting Group (BCG) Firm Profile,https://managementconsulted.com/boston-consulting-group/,en,,third_party,source_card;official_methodology,"Boston Consulting Group (BCG) has been shaping strategy thinking since the 1960s, and it's still one of the few firms whose frameworks (like the growth-share ""BCG matrix"") show up in real client conversations decades later. BCG publishes heavily through its Insights and Perspectives ecosystem, and that thought leadership focus shows up in how the firm trains consultants to structure ..."
Boston Consulting Group,consulting_company,src_0076,video,BCG咨询师亲自示范 案例面试Case Interview的高级打法｜面试干货录屏_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV1vo4y117Xq/,zh,,third_party,video;video_transcript,璐瑶做Case Interview很久了，终于遇到了真正的行家!和战略咨询公司BCG的前咨询师Marc学长 @Marc Zhao 在直播间练了一次之后，困扰璐瑶很久的MECE问题和答题顺序问题迎刃而解! 各位自己看视频吧!这是璐瑶第一次发这么长的视频，但是真的太经典了!必须都发出来!想要和学长连线练Case的请评论区 ...
Boston Consulting Group,consulting_company,src_0077,video,HRCI《人力资源助理（招聘、学习发展、薪酬福利，1-3课/共5课）|HRCI Human Resource Associate》,https://www.bilibili.com/video/BV1qi421r7ba/,zh,,third_party,video;video_transcript,"2. 您可进入浏览器在""设置"">""隐私和安全"">""网站设置"">""查看各网站的权限及存储数据""找到 www.bilibili.com，在""权限""中开启""本地网络访问权限""，开启后刷新页面即可正常播放视频。"
Boston Consulting Group,consulting_company,src_0078,video,小姐姐教你们50分钟内快速入门HR_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV1v7411U77B/,zh,,third_party,video;video_transcript,小姐姐教你们50分钟内快速入门HR共计8条视频，包括：第1集-HR菜鸟的日常、第2集-甲方招聘（上）、第3集-甲方招聘（下）等，UP主更多精彩视频，请关注UP账号。
Boston Consulting Group,consulting_company,src_0079,video,【清华大学公开课】人力资源管理的底层逻辑（全10讲）_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV1xR4y1o7cX/,zh,,third_party,video;video_transcript,【清华大学公开课】人力资源管理的底层逻辑（全10讲）共计7条视频，包括：01 【人力资源管理的逻辑】1. 人力资源的基本逻辑、03 【人力资源管理的逻辑】3. 人力资源管理的基本目标、04 【人力资源管理的逻辑】4. 组织用人模型的逻辑等，UP主更多精彩视频，请关注UP账号。
Boston Consulting Group,consulting_company,src_0080,video,【HR内幕】应届生面试人力资源岗位，该如何准备？#应届生求职#人力资源#面试技巧_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV1XG4y1p7CS/,zh,,third_party,video;video_transcript,"网络, 视频播放量 65181、弹幕量 9、点赞数 1418、投硬币枚数 172、收藏人数 2455、转发人数 368, 视频作者 你也不想不开口吧, 作者简介 ，相关视频：人力面试人力岗面试问题汇总，终于理解老HR，为什么不愿意带新人了，最基础的人事系统都不会，老HR也很难办啊。，人力资源实习生面试现场，人事 ..."
Boston Consulting Group,consulting_company,src_0081,web,Strategic Management Consulting | Boston Consulting Group,https://www.bcg.com/,en,,third_party,source_card;official_methodology,"Boston Consulting Group is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, age, religion, sex, sexual orientation, gender identity / expression, national origin, protected veteran status, or any other characteristic protected under federal, state or local law, where applicable, and those with criminal histories ..."
Boston Consulting Group,consulting_company,src_0082,web,BCG Human Resource Practices Case Study,https://www.scribd.com/document/635849049/hrm,en,,third_party,source_card;official_methodology,"The Boston Consulting Group focuses on helping clients create and sustain competitive advantage through four levers related to human resource practices: (1) ensuring the right quantity of employees, (2) managing personnel costs, (3) focusing on personnel quality through talent management and training, and (4) leading organizational transformations. BCG reinvents HR for the digital era by ..."
Boston Consulting Group,consulting_company,src_0083,web,BCG Matrix for HR: A Strategic Tool for Talent Management,https://www.linkedin.com/pulse/bcg-matrix-hr-strategic-tool-talent-management-krupa-vekariya-w8oyf,en,,third_party,source_card;official_methodology,"In the ever-evolving landscape of Human Resource Management, strategic tools like the BCG Matrix—traditionally used in business portfolio analysis—can be effectively adapted to manage human ..."
Boston Consulting Group,consulting_company,src_0084,web,Employee Development at BCG: Learn How to Build a Professional Growth ...,https://www.deel.com/blog/employee-development-at-bcg/,en,,third_party,source_card;official_methodology,"At Boston Consulting Group , the journey to success is as unique as the individuals who embark upon it. This commitment to individual development is deeply embedded in BCG's ethos and is reflected at all levels of the organization . The firm strongly emphasizes continuous growth, nurturing a rich ecosystem of opportunities for every member to ..."
Boston Consulting Group,consulting_company,src_0085,web,Featured Insights and Perspectives | BCG - Boston Consulting Group,https://www.bcg.com/publications,en,,third_party,source_card;official_methodology,"The latest insights, ideas, and perspectives from BCG. Explore a cross-section of up-to-date content on the trends shaping the future of business and society. A complete collection of our latest thinking across industries and capabilities can be found at the bottom of the page."
Boston Consulting Group,consulting_company,src_0086,web,The Boston Consulting Group: A new approach to organisation design ...,https://reports.sourceglobalresearch.com/content/the-boston-consulting-group-a-new-approach-to-organisation-design-smart-design-for,en,,third_party,source_card;official_methodology,"Explains the concept of ""Smart Design "" which BCG claims has ""been battle tested"" and has ""shown great success in raising company performance , mastering complexity, and enhancing employee engagement""."
Boston Consulting Group,consulting_company,src_0087,web,BCG's AI-Driven Performance Evaluation: How Boston Consulting Group ...,https://biztechweekly.com/bcgs-ai-driven-performance-evaluation-how-boston-consulting-group-leads-in-ai-integration-and-custom-gpt-innovation/,en,,third_party,source_card;official_methodology,"Boston Consulting Group integrates AI as a core performance metric, deploying proprietary large language models and generative-AI tools to enhance productivity, reshape consulting economics toward outcome-based pricing, and redefine talent development, while emphasizing human oversight, regulatory compliance, and sustainable operational models."
Boston Consulting Group,consulting_company,src_0088,web,BCG on People and Organization - LinkedIn,https://www.linkedin.com/showcase/bcg-on-people-and-organization,en,,third_party,source_card;official_methodology,"BCG on People and Organization Business Consulting and Services Boston , MA 25,703 followers Helping organizations build world-class people, digital, and organizational capabilities."
Boston Consulting Group,consulting_company,src_0089,web,"105 Real BCG Presentations, free to download - Slideworks",https://slideworks.io/resources/54-real-bcg-presentations,en,,third_party,source_card;official_methodology,A collection of 105 real BCG slide decks for you to download and get inspired by.
Boston Consulting Group,consulting_company,src_0090,web,在波士顿咨询 (BCG) 工作是怎样一种体验？| Dream Co. ④ · 波士顿咨询：来BCG大学做学术吧!,https://zhuanlan.zhihu.com/p/559593485,zh,,third_party,video;video_transcript,BCG全名Boston Consulting Group，是一家1963年在 美国 成立的咨询公司。 作为MBB中的绿B，BCG的业务增长迅速，据公开资料显示，2021年全球收入达到了110亿美元，相比去年同期的基本收入增长了25%。 目前，BCG在中国大陆地区 有北京、 上海 两个Office。 2. BCG涉猎的行业和 ...
Boston Consulting Group,consulting_company,src_0091,web,在波士顿咨询 (Bcg) 工作是怎样一种体验？ - 知乎,https://www.zhihu.com/question/24358043,zh,,third_party,video;video_transcript,在波士顿咨询 (BCG) 工作的体验分享，涵盖职业发展、工作环境和个人成长等方面的真实经历与见解。
Boston Consulting Group,consulting_company,src_0092,web,BCG One-Way Video Interview|boston-consulting-group面经|一亩三分地海外面经版,https://www.1point3acres.com/bbs/thread-1032774-1-1.html,zh,,third_party,video;video_transcript,"相关帖子 Goldman Sachs Intern OA Snowflake第一轮挂经 Clay startup面经 鱿鱼onsite之后说不招了 Riot Game SWE Intern OA Zoox 3D simulation Hiring Manager 电面 Axon Research Scientist HM 电面 Adobe MLE的ML Fundamentals Round Intuit Credit Karma AI Scientist 电面 黑车L4 OA&电面 人类学 onsite 全套 tt 一面 Rippling Phone Screen, Software Engineer 经验分享 ..."
Boston Consulting Group,consulting_company,src_0093,pdf,PDF 制胜下一个十年 - Boston Consulting Group,https://web-assets.bcg.com/0a/4d/0cb2f6564d4a807ab971d091934e/bcg-organizing-for-the-future-chn-jan-2020.pdf,zh,2020,third_party,source_card;official_methodology,"组织卓越要求有效整合数字化能力和人才。BCG复合多样的国际化团队能够为客户提供深厚的行业知识、职能专长和深刻洞察,激发组织变革。BCG基于最前沿的技术和构思,结合企业数字化创新实践,为客户量身打造符合其商业目标的解决方案。BCG创立的独特合作模式,与客户组织的各个层面紧密协作,帮助 ..."
Boston Consulting Group,consulting_company,src_0094,web,BCG解读：AI驱动企业人才五大变革，探索组织进化新范式,https://www.sohu.com/a/947769545_122362510,zh,,third_party,source_card;official_methodology,BCG的报告强调，AI时代的人才变革并非简单的技能升级，而是涉及组织架构、领导力、文化等多方面的系统性调整。 报告深入分析了 四种新兴组织范式，包括：以数据为中心的组织、以敏捷为核心的组织、以平台为基础的组织以及以生态系统为导向的组织。
Boston Consulting Group,consulting_company,src_0095,web,BCG：2024未来已来：AI组织进化论报告|bcg|人才管理|波士顿咨询公司|未来已来：ai组织进化论_网易订阅,https://www.163.com/dy/article/JBQ9Q7LU051998SC.html,zh,,third_party,source_card;official_methodology,《未来已来：AI组织进化论》是由波士顿咨询公司（BCG）在2024年8月发布的一份深入探讨人工智能（AI）如何推动组织变革的报告。 报告分析了AI时代组织管理的创新迭代，从组织形态、领导力、人才管理、考核激励到组织文化五个方面，探讨了传统组织如何加速向AI组织转型。 报告预测，随着AI技术 ...
Boston Consulting Group,consulting_company,src_0096,web,Bcg白皮书 | 未来已来：Ai组织进化论|进化论_新浪财经_新浪网,https://finance.sina.com.cn/esg/2024-08-12/doc-incikerh2575870.shtml,zh,2024,third_party,source_card;official_methodology,阮芳是波士顿咨询公司（BCG）董事总经理，全球资深合伙人，BCG组织与人才专项中国区负责人，BCG 亨德森智库中国区联席负责人。 严慎予是波士顿 ...
Boston Consulting Group,consulting_company,src_0097,web,高于人力丨波士顿咨询工作三大法则 - 知乎,https://zhuanlan.zhihu.com/p/22707032979,zh,,third_party,source_card;official_methodology,波士顿咨询公司 在全球管理咨询领域久负盛名，其独特的工作方法体系为众多企业解决复杂商业问题、实现战略转型与持续发展提供了关键支持。那么波士顿咨询公司先进的工作方法是什么呢？ 接下来高于人力来和大家一起学习波士顿咨询公司先进的三大工作方法，并深入探究其中的奥秘，为推动 ...
Boston Consulting Group,consulting_company,src_0098,pdf,PDF Top-Talent-Tracker-Q4-2025-Nov-2025-Edit - web-assets.bcg.com,https://web-assets.bcg.com/fe/ff/ee0beedf46c0addf6b2fe81ffaae/global-talent-mobility-is-slowing-and-shifting.pdf,en,2025,third_party,source_card;recent_update,"Global Talent Mobility Is Slowing and Shifting BCG TOP TALENT TRACKER | Q4 2025 BCG's Top Talent Tracker takes the pulse of the world's talent , helping leaders map the location choices of more than 210 million highly skilled people globally. New in this edition: our first look at the top ten universities producing global AI talent ."
Boston Consulting Group,consulting_company,src_0099,web,Global Talent Mobility in 2025: Slowing and Shifting,https://www.cgdev.org/blog/global-talent-mobility-2025-slowing-and-shifting,en,2025,third_party,source_card;recent_update,"Disclosure: Johann Harnoss is a partner at Boston Consulting Group (BCG), and a fellow at BCG's think tank, the BCG Henderson Institute. BCG publishes the State of Global Talent Mobility report referenced in this post."
Boston Consulting Group,consulting_company,src_0100,web,BCG's AI at Work 2025 report: Four takeaways for HR leaders,https://www.linkedin.com/pulse/bcgs-ai-work-2025-report-four-takeaways-hr-leaders-careerboosts-ectjf,en,2025,third_party,source_card;recent_update,Expert Insight Boston Consulting Group (BCG) has published the 2025 edition of the AI at Work Report .
Boston Consulting Group,consulting_company,src_0101,web,BCG's AI at Work 2025 report: Four takeaways for HR leaders,https://www.unleash.ai/artificial-intelligence/bcgs-ai-at-work-2025-report-four-takeaways-for-hr-leaders/,en,2025,third_party,source_card;recent_update,"The 2025 iteration of BCG's AI at Work Report has found frontline workers have hit a ""silicon ceiling"" with generative AI use. Surveying 10,635 employees across 11 nations, the report found 72% of leaders, managers and frontline workers are regular Gen AI users - driven by leaders and managers."
Boston Consulting Group,consulting_company,src_0102,web,How BCG Is Using AI to Reshape Performance Reviews - Business Insider,https://www.businessinsider.com/bcg-head-of-people-ai-core-competencies-performance-evaluations-2025-9?op=1,en,2025,third_party,source_card;recent_update,"Lakshmi Varanasi writes about AI and the consulting industry, exploring how artificial intelligence is transforming consulting firms like McKinsey & Company, Boston Consulting Group , and Bain."
Boston Consulting Group,consulting_company,src_0103,web,波士顿咨询bcg26秋招 国际战略咨询公司 年薪数十万起步 不限学校、专业 - 知乎,https://zhuanlan.zhihu.com/p/1930939828188471752,zh,2026,third_party,source_card;recent_update,"这几天，波士顿咨询（BCG）开启了2026秋季校园招聘项目。 就""青青湾求职""青青君所知，他们家是发源于美国的全球一线战略咨询公司，在全球38个国家和地区都有业务，国内的北京、上海、深圳、香港、台北都有办事处。 他们家起薪高，刚毕业年薪数十万起步很正常；不过，员工的工作压力大 ..."
Boston Consulting Group,consulting_company,src_0104,web,Boston Consulting Group (BCG) Statistics (2026): Revenue ... - DMR,https://expandedramblings.com/index.php/boston-consulting-group/,en,2026,third_party,source_card;recent_update,"Updated for 2026 : Boston Consulting Group (BCG) by the numbers—latest annual revenue, global headcount, office footprint by countries/cities, and key milestones like the BCG Matrix. Includes an answer box, key metrics table, and FAQ."
Boston Consulting Group,consulting_company,src_0105,web,波士顿谘询公司: 职位 | 领英 - 领英 (中国),https://cn.linkedin.com/company/boston-consulting-group/jobs,zh,2026,third_party,source_card;recent_update,"波士顿谘询公司 | 在领英上有 5,404,307 位关注者。 Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities. BCG was the pioneer in business strategy when it was founded in 1963. Today, we work closely with clients to embrace a transformational approach aimed at benefiting all ..."
Boston Consulting Group,consulting_company,src_0106,web,What's happening now at Boston Consulting Group | Indeed.com,https://www.indeed.com/cmp/Boston-Consulting-Group/about/updates,en,2026,third_party,source_card;recent_update,"Discover what's new at Boston Consulting Group with their most-recent video and blog posts, photos, and more. Learn about the latest projects, recent company news, employee insights and promotional events. See what the day-to-day experience is like as an employee at Boston Consulting Group ."
Boston Consulting Group,consulting_company,src_0107,web,The New BCG Playbook: How One Consulting Giant Is Rewriting ... - LinkedIn,https://www.linkedin.com/pulse/new-bcg-playbook-how-one-consulting-giant-rewriting-strategy-ahmad-zvpye,en,2024,third_party,source_card;recent_update,"In the last few years, Boston Consulting Group (BCG) has quietly but decisively rewritten what it means to be a strategy firm in the AI era. What used to be about frameworks, charts, and market ..."
Boston Consulting Group,consulting_company,src_0108,web,How BCG Is Revolutionizing Consulting With AI: A Case Study,https://www.forbes.com/sites/bernardmarr/2024/07/10/how-bcg-is-revolutionizing-consulting-with-ai-a-case-study/,en,2024,third_party,source_card;recent_update,"Boston Consulting Group (BCG) is leading the charge by embracing artificial intelligence (AI), particularly generative AI, to revolutionize its internal operations and consulting services."
Boston Consulting Group,consulting_company,src_0109,web,Organizational Design - Boston Business Consulting,https://www.bostonconsultings.com/organizational-design/,en,2024,official,source_card;recent_update,"Our approach to organizational design begins with a thorough analysis of the organization's goals, culture, and current structure. By evaluating workflows, decision-making processes, and team dynamics, we identify areas for improvement and alignment. We employ data-driven insights to craft a tailored design that supports collaboration, accountability, and scalability. This approach includes ..."
Boston Consulting Group,consulting_company,src_0110,web,Creating People Advantage Reports: The Collection | BCG,https://www.bcg.com/publications/collections/creating-people-advantage-reports,en,2026,third_party,source_card;recent_update,"Explore 2026's Biggest People Management Priorities The matrix above allows you to gauge 28 people management topics across two dimensions: their future importance, as ranked by more than 7,000 HR and business leaders in our survey, and companies' current capabilities in those topics."
Boston Consulting Group,consulting_company,src_0111,web,Creating People Advantage Report 2026 | WFPMA | World Federation of ...,https://wfpma.org/news-and-resources/news/cpa-2026-press-release,en,2026,third_party,source_card;recent_update,"These are among the findings from Creating People Advantage 2026 : Four Power Moves for the CHRO, published today by Boston Consulting Group (BCG) and the World Federation of People Management Associations (WFPMA)."
Boston Consulting Group,consulting_company,src_0112,web,BCG's Creating People Advantage 2026 Report: HR's Role in AI Era - LinkedIn,https://www.linkedin.com/posts/boston-consulting-group_5-reasons-hrs-admin-nightmare-survived-20-activity-7445485243781812224-JZSw,en,2026,third_party,source_card;recent_update,"But what about people? BCG's latest Creating People Advantage 2026 report was recently featured in HR Executive, highlighting how CHROs can use AI to unlock new opportunities across the workforce."
Boston Consulting Group,consulting_company,src_0113,web,Two-Thirds of Leaders View HR as Key Business Driver,https://www.prnewswire.com/news-releases/two-thirds-of-leaders-view-hr-as-key-business-driver-302715325.html,en,2026,third_party,source_card;recent_update,About Boston Consulting Group Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities.
Boston Consulting Group,consulting_company,src_0114,web,The Talent Strategy Group - The 2026 Global Human Resources Report,https://talentstrategygroup.com/the-2026-global-human-resources-report/,en,2026,official,source_card;recent_update,"The 2026 Global HR Census surveyed HR professionals across levels, functions, and geographies to answer a deceptively simple question: who are we? The answer is more complicated and more interesting than you might expect. Four findings frame our report ."
Boston Consulting Group,consulting_company,src_0115,web,Boston - Wikipedia,https://en.wikipedia.org/wiki/Boston,en,,third_party,source_card;recent_update,"Boston (/ bɒstən /) is the capital and most populous city of the U.S. state of Massachusetts. It serves as a cultural and financial center of New England, a region of the Northeastern United States."
Boston Consulting Group,consulting_company,src_0116,web,"Boston.com : Local breaking news, sports, weather, and things to do",https://www.boston.com/,en,,official,source_card;recent_update,"What Boston cares about right now: Get breaking updates on news, sports, and weather. Local alerts, things to do, and more on Boston.com."
Boston Consulting Group,consulting_company,src_0117,web,30 Top-Rated Things to Do in Boston - U.S. News Travel,https://travel.usnews.com/Boston_MA/Things_To_Do/,en,2025,third_party,source_card;recent_update,"Jul 28, 2025 · Aside from the historic Freedom Trail, top-rated things to do in Boston include eating Italian fare in the North End and catching a game or concert at Fenway Park."
Boston Consulting Group,consulting_company,src_0118,web,Meet Boston | Your Official Guide to Boston,https://www.meetboston.com/,en,,official,source_card;recent_update,"Founded four centuries ago, Boston has never settled. Uncover the real Boston through stories that capture a city in motion."
Boston Consulting Group,consulting_company,src_0119,web,Visiting Boston | Boston .gov,https://www.boston.gov/visiting-boston,en,2026,official,source_card;recent_update,"May 21, 2026 · With our rich history, diverse neighborhoods, and legacy of arts, culture, and education, Boston has something for everyone."
Boston Consulting Group,consulting_company,src_0120,video,Unlocking Potential: The Power of a Skills-Based Approach to Early Career Hiring and Development,https://www.youtube.com/watch?v=_oa1a7ClcQA,en,,third_party,video;video_transcript,YouTube video candidate discovered by yt-dlp search.
Boston Consulting Group,consulting_company,src_0121,video,Webinar Creating People Advantage Survey 2026,https://www.youtube.com/watch?v=a-Ob9TDoBbs,en,2026,third_party,video;video_transcript,YouTube video candidate discovered by yt-dlp search.
Boston Consulting Group,consulting_company,src_0122,video,Interviewing Like a Recruiter - presented by Boston Consulting Group,https://www.youtube.com/watch?v=dog1vfFgEXw,en,,third_party,video;video_transcript,YouTube video candidate discovered by yt-dlp search.
Boston Consulting Group,consulting_company,src_0123,video,AI | BCG X | 2026 in 60,https://www.youtube.com/watch?v=kMWLGTCNrmo,en,2026,third_party,video;video_transcript,YouTube video candidate discovered by yt-dlp search.
Boston Consulting Group,consulting_company,src_0124,video,EP 1 - Jeff Nicholas - Associate Director & Partner at Boston Consulting Group,https://www.youtube.com/watch?v=Vh2JTAN3lE0,en,,third_party,video;video_transcript,YouTube video candidate discovered by yt-dlp search.
Boston Consulting Group,consulting_company,src_0125,video,Sustainability Fair | Boston Consulting Group Workshop,https://www.youtube.com/watch?v=jJF4gOTxJk4,en,,third_party,video;video_transcript,YouTube video candidate discovered by yt-dlp search.
Boston Consulting Group,consulting_company,src_0126,video,Building Digital Government Services People Actually Want To Use by Boston Consulting Group,https://www.youtube.com/watch?v=mTgxHlERSKg,en,,third_party,video;video_transcript,YouTube video candidate discovered by yt-dlp search.
Boston Consulting Group,consulting_company,src_0127,video,Steve Jobs on Consulting,https://www.youtube.com/watch?v=-c4CNB80SRc,en,,third_party,video;video_transcript,YouTube video candidate discovered by yt-dlp search.
Boston Consulting Group,consulting_company,src_0128,video,Management Consulting with Boston Consulting Group (BCG),https://www.youtube.com/watch?v=0vd0WfDL65o,en,,third_party,video;video_transcript,YouTube video candidate discovered by yt-dlp search.
Boston Consulting Group,consulting_company,src_0129,video,Episode 371: The Generous Leader with Joe Davis,https://www.youtube.com/watch?v=Ortxme6bhbQ,en,,third_party,video;video_transcript,YouTube video candidate discovered by yt-dlp search.
Boston Consulting Group,consulting_company,src_0130,video,How LJ went from Harvard athlete to a BCG top-performer,https://www.youtube.com/watch?v=9KGlzTfEFkQ,en,,third_party,video;video_transcript,YouTube video candidate discovered by yt-dlp search.
Boston Consulting Group,consulting_company,src_0131,video,"How Three MBA Students Secured Internships at BCG, Citibank, and Delta",https://www.youtube.com/watch?v=p1PP4o9vcoM,en,,third_party,video;video_transcript,YouTube video candidate discovered by yt-dlp search.
Boston Consulting Group,consulting_company,src_0132,video,"Dean's Speaker Series | Brian Gross, MBA '08 | North America COO of the Boston Consulting Group",https://www.youtube.com/watch?v=5Kpwf_ZbBFU,en,,third_party,video;video_transcript,YouTube video candidate discovered by yt-dlp search.
Boston Consulting Group,consulting_company,src_0133,video,"MBA Students Reflect on Internships at Citibank, BCG, and Delta",https://www.youtube.com/watch?v=YfxF7hKIz04,en,,third_party,video;video_transcript,YouTube video candidate discovered by yt-dlp search.
Boston Consulting Group,consulting_company,manual_bcg_001,web,People Strategy | Talent Management Consulting | BCG,https://www.bcg.com/capabilities/people-strategy/overview,en,,official,official_methodology;people_strategy;talent_value_chain,"BCG people strategy overview: leadership, culture, talent, skills, HR; anticipate, attract, develop, engage; business value orientation."
Boston Consulting Group,consulting_company,manual_bcg_003,web,Four Power Moves for the Chief Human Resources Officer | BCG,https://www.bcg.com/publications/2026/four-power-moves-for-the-chief-human-resources-officer,en,2026,official,official_methodology;chro;ai;hr_transformation,"BCG CHRO agenda: deliver business value, lead digital and AI transformation, build workforce and leadership capabilities, anchor change."
Boston Consulting Group,consulting_company,manual_bcg_004,web,Reinvention of the CHRO in an AI-Driven Enterprise | BCG,https://www.bcg.com/publications/2026/reinvention-of-the-chro-in-an-ai-driven-enterprise,en,2026,official,official_methodology;chro;ai_work_redesign;hybrid_workforce,"BCG AI-era CHRO logic: HR leads work redesign, roles, skills, governance, trust, adoption, and hybrid workforce architecture."
Boston Consulting Group,consulting_company,manual_bcg_005,web,Next-Generation HR Is Connected and Value Centered | BCG,https://www.bcg.com/publications/2021/strategies-for-building-hr-function-of-future,en,2021,official,official_methodology;next_generation_hr;hr_operating_model,"BCG next-generation HR theme: HR as catalyst for future-ready organizations, customer-centricity, business priorities, and value delivery."
Boston Consulting Group,consulting_company,manual_bcg_006,web,Delivering Top-Notch People Performance | BCG,https://www.bcg.com/publications/2023/delivering-top-notch-people-performance,en,2023,official,official_methodology;people_advantage;future_built;talent_value_chain,"BCG people performance theme: future-built organizations develop people advantage through anticipate, attract, develop, engage."
Boston Consulting Group,consulting_company,manual_bcg_007,web,Skill-Based Strategic Workforce Management of the Future | BCG,https://www.bcg.com/publications/2024/germany-skill-based-workforce-management-preparing-organizations-for-the-future,en,2024,official,official_methodology;skills;strategic_workforce_management,"BCG skill-based strategic workforce management: align workforce with business needs, anticipate talent gaps, hiring and upskilling actions."
